Rank,Anglex,Angley,Anglez,Transi,Transj,Transk,total,rPSC,rPSC_gain,rPSC_penalty,ELEC ,RecACE,LCARMSD,NearNat
1539, 2.356194,0.619654,-2.216909,16,10,98,2628.844238,2684.000000,4259.000000,-1575.000000,110.772980,-165.928650,21.052961,0
1540, 2.356194,1.872854,1.543456,19,0,105,2628.767090,2548.000000,4168.000000,-1620.000000,139.382080,-58.615112,18.019320,0
1541, -1.047198,1.195355,1.200319,4,8,99,2629.052246,2739.000000,5619.000000,-2880.000000,-67.252350,-42.695312,26.377207,0
1542, 1.308997,1.391910,3.030322,17,1,100,2628.356689,2558.000000,4538.000000,-1980.000000,59.560883,10.795959,13.658530,0
1543, 1.832596,0.700570,1.559208,117,2,96,2628.330078,2402.000000,3392.000000,-990.000000,77.869446,148.460602,28.810434,0
1544, 0.000000,1.433411,-1.035986,112,13,103,2628.151123,3079.000000,5149.000000,-2070.000000,19.046509,-469.895264,42.142990,0
1545, -2.356194,2.719179,-1.780644,9,114,93,2628.266602,2228.000000,3893.000000,-1665.000000,206.571777,193.694855,12.401962,0
1546, -3.141593,1.134796,2.434290,115,4,96,2627.482666,2248.000000,3238.000000,-990.000000,221.464233,158.018372,31.850500,0
1547, -0.785398,1.662363,0.915448,3,109,97,2627.368164,2370.000000,3945.000000,-1575.000000,83.219666,174.148315,21.534620,0
1548, 1.047198,1.699788,2.452890,7,113,96,2627.285889,2460.000000,3045.000000,-585.000000,8.352936,158.932770,15.773685,0
1549, 2.617994,1.374601,-2.456031,0,13,94,2627.351807,2667.000000,3972.000000,-1305.000000,-27.054764,-12.593536,32.437344,0
1550, -0.523599,1.812176,0.656819,1,13,101,2627.033447,2737.000000,4627.000000,-1890.000000,109.146179,-219.112762,33.556393,0
1551, 0.523599,2.404280,-0.174044,10,116,93,2627.496582,2159.000000,4184.000000,-2025.000000,207.162262,261.334106,11.438094,0
1552, 0.000000,2.587733,0.232235,114,0,89,2626.776367,2194.000000,3049.000000,-855.000000,36.447876,396.328613,31.117527,0
1553, 2.879793,1.247695,1.809890,117,116,100,2626.840332,2235.000000,4575.000000,-2340.000000,86.634277,305.206055,28.722656,0
1554, 2.879793,1.301460,-0.509251,2,119,94,2627.166992,2367.000000,4977.000000,-2610.000000,78.441650,181.725357,21.677090,0
1555, 0.785398,1.732874,-0.951685,111,108,102,2626.519043,2129.000000,3659.000000,-1530.000000,49.230865,448.288116,36.962048,0
1556, -2.356194,2.187132,-0.479875,17,9,109,2625.733887,2276.000000,3266.000000,-990.000000,-60.466110,410.200012,27.963694,0
1557, -1.308997,0.370812,-2.547742,7,116,101,2625.800293,2384.000000,4409.000000,-2025.000000,135.456421,106.343674,18.903830,0
1558, -2.356194,0.379747,-1.713059,7,115,101,2625.307617,2563.000000,4543.000000,-1980.000000,47.667480,14.640228,18.801033,0
1559, 1.570796,1.696674,-1.253233,110,14,95,2625.330566,2626.000000,3886.000000,-1260.000000,303.009827,-303.679260,42.586349,0
1560, -0.261799,1.846342,-1.796954,111,105,103,2625.014404,2418.000000,3363.000000,-945.000000,102.343201,104.671143,38.274742,0
1561, 2.356194,0.458961,-0.107937,14,19,113,2624.959961,2144.000000,3764.000000,-1620.000000,124.387878,356.572144,40.170723,0
1562, 2.617994,1.128190,-2.288622,119,14,95,2624.897461,2375.000000,4220.000000,-1845.000000,270.679749,-20.782349,34.265728,0
1563, -3.141593,1.846342,-1.796954,6,107,97,2624.834961,2528.000000,4013.000000,-1485.000000,170.573120,-73.738281,19.298588,0
1564, 0.785398,1.977582,0.969896,13,115,96,2624.544922,2030.000000,4955.000000,-2925.000000,217.322205,377.222778,9.458133,0
1565, 1.570796,0.899350,-2.069907,7,19,112,2624.485107,2430.000000,3285.000000,-855.000000,50.370575,144.114441,41.557800,0
1566, -0.785398,1.050534,3.042579,111,19,106,2624.405273,2550.000000,4530.000000,-1980.000000,259.430969,-185.025604,48.460247,0
1567, -2.356194,1.014500,0.906702,111,8,94,2624.305176,2281.000000,2776.000000,-495.000000,204.632538,138.672729,37.819828,0
1568, -0.785398,2.164094,-2.991358,8,119,95,2624.657227,2365.000000,3535.000000,-1170.000000,124.673096,134.984131,15.317405,0
1569, 1.570796,0.866955,-0.931351,15,118,94,2623.795166,2223.000000,2763.000000,-540.000000,101.787689,299.007477,7.607854,0
1570, 0.000000,0.618092,2.539118,0,113,99,2623.718506,2143.000000,3583.000000,-1440.000000,372.308624,108.409912,24.888142,0
1571, 0.785398,2.187132,-0.479875,13,114,96,2623.856689,2695.000000,4450.000000,-1755.000000,-102.301758,31.158508,9.405330,0
1572, -2.879793,2.180315,-1.357379,116,20,103,2623.606445,2801.000000,6221.000000,-3420.000000,-33.747070,-143.646393,44.006367,0
1573, -0.523599,2.704512,1.488683,116,107,96,2623.438965,2596.000000,3766.000000,-1170.000000,-98.888794,126.327560,29.671402,0
1574, -1.308997,2.174483,2.653697,116,21,113,2622.590332,2761.000000,4921.000000,-2160.000000,61.220093,-199.629822,49.971531,0
1575, -0.785398,0.850607,-1.335383,118,110,95,2622.700684,2309.000000,3659.000000,-1350.000000,108.331635,205.369171,26.293844,0
1576, -2.094395,0.866955,-0.931351,13,15,108,2621.986816,2335.000000,3145.000000,-810.000000,46.686859,240.300156,32.992050,0
1577, 0.523599,0.850607,-1.335383,17,1,98,2621.206787,2653.000000,4138.000000,-1485.000000,-135.209991,103.416733,11.893371,0
1578, 0.261799,1.948085,-2.363031,0,12,93,2621.281738,2579.000000,4154.000000,-1575.000000,54.660980,-12.379059,31.506084,0
1579, -0.523599,1.113094,-0.272241,113,105,100,2621.060791,2433.000000,3108.000000,-675.000000,113.807983,74.252686,34.917027,0
1580, -2.356194,1.741644,-2.695914,21,7,111,2620.640625,2121.000000,4146.000000,-2025.000000,-18.557770,518.198608,28.437939,0
1581, 2.879793,2.379497,0.561089,16,13,107,2620.413818,2419.000000,4534.000000,-2115.000000,45.839447,155.574493,29.778839,0
1582, -1.832596,1.168678,2.108595,7,119,100,2619.275879,2436.000000,4236.000000,-1800.000000,43.096863,140.178833,18.957628,0
1583, 2.094395,1.909857,-0.381669,7,105,105,2619.082031,2216.000000,3836.000000,-1620.000000,359.072510,44.009644,24.686127,0
1584, -2.879793,0.685216,-1.712745,117,11,92,2618.570801,2467.000000,4042.000000,-1575.000000,171.977905,-20.407257,33.428101,0
1585, -1.047198,1.247695,1.809890,10,113,102,2618.318359,2412.000000,4032.000000,-1620.000000,9.387695,196.930542,17.085852,0
1586, -1.832596,0.864993,2.278281,0,3,97,2618.457764,2257.000000,4372.000000,-2115.000000,53.301056,308.156738,26.283760,0
1587, -2.617994,2.863997,0.549740,100,5,108,2617.973145,2361.000000,5286.000000,-2925.000000,88.249725,168.723328,52.789310,0
1588, -2.617994,1.699788,2.452890,22,5,118,2617.878662,2009.000000,3899.000000,-1890.000000,28.535255,580.343323,34.893192,0
1589, 1.832596,2.104282,-0.813972,6,0,89,2617.838867,2238.000000,3183.000000,-945.000000,71.457703,308.381165,17.486301,0
1590, 1.832596,0.379747,-1.713059,16,13,100,2617.473389,2599.000000,3949.000000,-1350.000000,15.535019,2.938370,25.262583,0
1591, -0.523599,2.349581,-2.702517,119,20,101,2617.166504,2716.000000,3886.000000,-1170.000000,153.414490,-252.247955,41.072441,0
1592, 0.261799,1.741644,-2.695914,3,17,110,2616.232178,1999.000000,4024.000000,-2025.000000,60.231842,557.000305,40.481091,0
1593, 2.094395,1.606104,-0.451151,24,5,112,2616.197754,2233.000000,3583.000000,-1350.000000,53.455078,329.742706,28.771566,0
1594, -1.308997,1.736875,3.023612,117,115,95,2615.896484,2395.000000,3340.000000,-945.000000,123.297455,97.599091,27.017708,0
1595, 0.261799,1.134796,2.434290,117,114,97,2615.680176,2064.000000,3909.000000,-1845.000000,233.248535,318.431763,27.509726,0
1596, -0.785398,2.407836,1.410646,1,111,93,2615.356445,2585.000000,3395.000000,-810.000000,-39.174561,69.531067,22.239307,0
1597, -0.261799,1.413430,2.550734,112,116,96,2615.236084,2270.000000,3575.000000,-1305.000000,53.340729,291.895203,33.189739,0
1598, -2.356194,1.766067,2.153843,8,0,98,2614.777588,2378.000000,3278.000000,-900.000000,72.156921,164.620544,17.206785,0
1599, 2.617994,1.846342,-1.796954,16,18,109,2613.930908,2524.000000,3379.000000,-855.000000,-61.645996,151.576843,35.931896,0
1600, -1.047198,2.719179,-1.780644,10,117,93,2614.046875,2330.000000,3230.000000,-900.000000,50.712814,233.333862,11.729702,0
1601, 1.308997,2.299159,2.264663,3,110,96,2613.601807,2506.000000,3541.000000,-1035.000000,10.815125,96.786545,20.856283,0
1602, 0.000000,2.579248,-2.364801,20,117,113,2612.974365,2075.000000,3605.000000,-1530.000000,-2.020691,539.995178,26.436890,0
1603, -3.141593,0.866395,-2.492918,118,15,95,2613.146973,2317.000000,3307.000000,-990.000000,240.141296,56.005508,35.948109,0
1604, -2.094395,1.599406,1.426070,15,14,118,2612.780273,2188.000000,2908.000000,-720.000000,44.283325,380.497040,40.358562,0
1605, 2.356194,1.184361,0.625864,116,113,103,2612.240479,2350.000000,4915.000000,-2565.000000,96.121155,166.119492,31.249777,0
1606, -2.094395,1.134796,2.434290,3,119,99,2612.105957,2624.000000,5639.000000,-3015.000000,-55.787537,43.893646,22.330324,0
1607, 1.570796,2.251330,-2.330739,10,113,93,2612.168701,2098.000000,3943.000000,-1845.000000,71.536636,442.632172,11.306725,0
1608, 2.879793,1.450119,-2.739050,1,14,95,2611.987305,2714.000000,3929.000000,-1215.000000,-72.681625,-29.331116,32.614693,0
1609, 0.261799,2.704512,1.488683,9,112,94,2611.915283,2416.000000,3271.000000,-855.000000,-54.477081,250.392319,12.929352,0
1610, -2.094395,1.448123,-2.163292,5,9,92,2611.962646,2428.000000,4948.000000,-2520.000000,17.963837,165.998688,24.647923,0
1611, 2.356194,1.391910,3.030322,18,110,109,2611.053223,2584.000000,3709.000000,-1125.000000,-19.252533,46.305588,22.014389,0
1612, 0.785398,2.138223,1.678323,3,17,105,2610.998535,2438.000000,3653.000000,-1215.000000,158.202332,14.796066,37.464134,0
1613, -2.879793,1.025536,1.576859,13,16,115,2610.270996,2090.000000,4655.000000,-2565.000000,38.294052,481.977112,39.494488,0
1614, 1.308997,0.992645,-1.723759,110,112,101,2610.139404,2285.000000,3410.000000,-1125.000000,84.304779,240.834747,37.029114,0
1615, -2.356194,2.174483,2.653697,112,13,94,2610.232178,2464.000000,3904.000000,-1440.000000,-55.752716,201.984848,39.824959,0
1616, -3.141593,2.104282,-0.813972,102,119,100,2609.873779,2379.000000,3504.000000,-1125.000000,66.947968,163.925888,46.213219,0
1617, -2.879793,0.571433,-1.188419,11,118,101,2609.891602,2416.000000,3541.000000,-1125.000000,-2.091766,195.983444,16.018232,0
1618, -2.356194,0.419640,2.974122,115,108,108,2609.787598,2562.000000,4092.000000,-1530.000000,24.418762,23.368805,36.106770,0
1619, 1.570796,0.080730,-2.622036,108,115,100,2609.743652,2310.000000,2670.000000,-360.000000,199.591705,100.151886,38.889755,0
1620, -1.047198,1.417623,-0.202254,5,2,92,2609.766113,2419.000000,4084.000000,-1665.000000,111.798187,78.968124,19.462492,0
1621, 0.785398,1.050534,3.042579,105,112,104,2609.594971,1907.000000,4832.000000,-2925.000000,135.668976,566.926086,43.875992,0
1622, 1.832596,1.982574,-1.115518,117,10,88,2608.506104,2459.000000,3134.000000,-675.000000,44.437210,105.068817,32.921669,0
1623, 0.523599,0.458961,-0.107937,17,115,100,2608.494873,2355.000000,2940.000000,-585.000000,73.786926,179.708115,10.958991,0
1624, -1.047198,2.760637,2.781135,113,14,94,2608.418213,2732.000000,3632.000000,-900.000000,-55.608765,-67.972870,39.559219,0
1625, -1.047198,0.762244,-0.273349,113,118,94,2608.294434,2100.000000,4125.000000,-2025.000000,121.616516,386.678070,31.922985,0
1626, 2.094395,0.700570,1.559208,5,5,97,2607.957275,2496.000000,3891.000000,-1395.000000,-12.257690,124.215164,22.527639,0
1627, 2.879793,2.001437,0.381215,10,10,90,2607.583496,2448.000000,3213.000000,-765.000000,206.044891,-46.461533,22.014523,0
1628, 0.261799,1.135834,-1.431087,14,0,95,2607.335205,2314.000000,3619.000000,-1305.000000,169.481506,123.853668,10.432347,0
1629, -2.879793,2.396274,-1.959260,4,116,91,2607.616211,2375.000000,3680.000000,-1305.000000,35.063202,197.552963,18.339890,0
1630, 1.047198,2.247462,0.191623,13,116,95,2607.197266,2407.000000,3397.000000,-990.000000,93.051544,107.145782,8.992258,0
1631, 1.570796,2.637879,2.121598,109,117,97,2606.867920,2356.000000,3346.000000,-990.000000,4.004272,246.863510,37.032135,0
1632, 1.570796,1.135813,-2.658866,11,115,95,2606.913086,2608.000000,3283.000000,-675.000000,-153.008896,151.921753,10.875951,0
1633, -0.785398,1.301460,-0.509251,2,3,91,2606.538818,2454.000000,3759.000000,-1305.000000,149.099670,3.439224,23.178968,0
1634, 1.308997,1.741644,-2.695914,113,13,111,2606.350098,2344.000000,3739.000000,-1395.000000,282.865540,-20.515381,45.430756,0
1635, -0.785398,1.696674,-1.253233,14,116,97,2606.385010,2540.000000,3755.000000,-1215.000000,15.076965,51.308197,9.610049,0
1636, -0.785398,2.180315,-1.357379,17,4,97,2606.029785,2603.000000,3773.000000,-1170.000000,-40.380692,43.410370,13.976002,0
1637, 1.308997,2.356369,3.005869,19,8,98,2605.759766,2443.000000,3973.000000,-1530.000000,69.342804,93.416885,18.527895,0
1638, 0.261799,2.153910,-1.714959,108,15,108,2605.732910,2200.000000,4360.000000,-2160.000000,202.474274,203.258652,49.322861,0
1639, -2.617994,1.025536,1.576859,2,117,98,2605.657471,2328.000000,3273.000000,-945.000000,-12.189178,289.846710,22.436356,0
1640, -1.570796,2.587733,0.232235,11,115,94,2605.497803,2330.000000,3185.000000,-855.000000,59.232819,216.264832,10.425673,0
1641, -2.879793,2.104282,-0.813972,21,8,111,2605.347900,2298.000000,2883.000000,-585.000000,26.072540,281.275299,29.105879,0
1642, 1.832596,1.696674,-1.253233,109,13,95,2605.331787,2675.000000,3755.000000,-1080.000000,240.803040,-310.471130,42.934032,0
1643, -1.047198,2.379497,0.561089,11,109,97,2605.039551,2304.000000,3249.000000,-945.000000,214.479553,86.560074,13.540075,0
1644, -0.523599,1.506530,1.988858,112,12,100,2604.755371,2139.000000,4119.000000,-1980.000000,421.120850,44.634521,40.422039,0
1645, -1.570796,1.374601,-2.456031,109,110,104,2604.357910,2363.000000,3488.000000,-1125.000000,22.229553,219.128418,39.656879,0
1646, -0.261799,1.113094,-0.272241,6,2,92,2604.063965,2429.000000,3329.000000,-900.000000,53.588226,121.475922,18.423292,0
1647, 1.308997,0.899350,-2.069907,17,117,98,2603.822021,2555.000000,3455.000000,-900.000000,-165.094849,213.916809,9.253551,0
1648, -0.523599,2.478122,2.609777,11,5,93,2603.785645,2519.000000,3959.000000,-1440.000000,173.289459,-88.503922,16.442112,0
1649, 1.047198,1.904882,-1.478089,118,7,89,2603.465088,2606.000000,4046.000000,-1440.000000,31.900452,-34.435226,29.829329,0
1650, 2.879793,2.164094,-2.991358,117,6,91,2603.252441,2257.000000,3157.000000,-900.000000,40.279846,305.972778,30.164667,0
1651, -2.617994,1.247695,1.809890,3,117,99,2602.850586,2283.000000,3633.000000,-1350.000000,29.274841,290.575623,21.828676,0
1652, -1.570796,2.041297,-2.664597,112,114,97,2602.616455,2403.000000,4743.000000,-2340.000000,44.409668,155.206818,33.347248,0
1653, 2.617994,1.325504,-1.671296,4,112,94,2602.176025,2330.000000,3500.000000,-1170.000000,56.802002,215.373993,18.698196,0
1654, 0.785398,0.929350,-2.910676,108,109,103,2602.145264,2138.000000,4613.000000,-2475.000000,88.679840,375.465424,40.483223,0
1655, -2.094395,2.187132,-0.479875,119,14,93,2602.054932,2644.000000,3814.000000,-1170.000000,114.016571,-155.961594,34.026997,0
1656, 1.570796,1.413347,-1.339188,3,10,91,2602.031494,2573.000000,4328.000000,-1755.000000,43.264343,-14.232819,27.168846,0
1657, 1.047198,2.187132,-0.479875,14,3,92,2601.696533,2375.000000,3140.000000,-765.000000,6.364594,220.332047,12.335600,0
1658, -1.047198,0.709924,0.218797,3,14,104,2601.259766,2731.000000,4351.000000,-1620.000000,384.876404,-514.616638,34.361908,0
1659, -2.356194,2.404280,-0.174044,11,107,105,2601.096680,2253.000000,3108.000000,-855.000000,213.907227,134.189529,21.101521,0
1660, 0.000000,1.909857,-0.381669,0,111,93,2601.424072,2433.000000,3108.000000,-675.000000,68.854370,99.569565,23.417036,0
1661, 1.570796,0.619654,-2.216909,17,117,99,2601.042969,2439.000000,3789.000000,-1350.000000,59.898682,102.144165,10.331496,0
1662, -1.047198,0.203748,0.590255,1,109,100,2600.751465,2270.000000,3080.000000,-810.000000,164.706146,166.045532,25.019508,0
1663, 1.308997,2.704512,1.488683,15,113,98,2600.800537,2271.000000,3396.000000,-1125.000000,216.866577,112.933807,9.702876,0
1664, 2.356194,2.187132,-0.479875,5,116,93,2600.704590,2357.000000,4067.000000,-1710.000000,9.688477,234.016205,17.288258,0
1665, 1.047198,1.247695,1.809890,118,18,117,2600.297119,2472.000000,3867.000000,-1395.000000,121.058716,7.238510,49.244179,0
1666, 0.000000,1.374601,-2.456031,15,114,103,2600.327148,2555.000000,3545.000000,-990.000000,1.211761,44.115433,15.053894,0
1667, -1.047198,1.977582,0.969896,112,113,92,2600.416016,2214.000000,3024.000000,-810.000000,159.452637,226.963455,32.649105,0
1668, -0.785398,2.393226,1.857173,112,15,103,2599.768311,2705.000000,3965.000000,-1260.000000,208.944214,-314.175964,43.478085,0
1669, -1.308997,2.456751,-1.503343,20,3,100,2599.555176,2468.000000,3233.000000,-765.000000,21.547211,110.008011,15.031804,0
1670, 2.879793,0.640596,-2.797608,18,113,104,2599.348633,2137.000000,3802.000000,-1665.000000,14.566910,447.781769,15.522341,0
1671, 0.523599,2.637879,2.121598,12,112,97,2598.662354,2286.000000,4896.000000,-2610.000000,216.388428,96.273834,11.387301,0
1672, -0.523599,1.413430,2.550734,110,117,96,2598.589355,2322.000000,3222.000000,-900.000000,86.130554,190.458633,35.645157,0
1673, -3.141593,0.709924,0.218797,101,115,110,2598.420654,2071.000000,3286.000000,-1215.000000,97.544617,429.875916,51.085079,0
1674, 0.785398,1.488617,1.159546,7,19,113,2598.042725,2679.000000,5289.000000,-2610.000000,-134.888550,53.931305,42.290459,0
1675, 0.523599,1.555207,1.708892,3,13,102,2598.080078,2969.000000,4049.000000,-1080.000000,-69.030701,-301.889099,32.509716,0
1676, 2.356194,0.685216,-1.712745,12,15,97,2598.157959,2707.000000,3832.000000,-1125.000000,101.658966,-210.500916,27.363085,0
1677, 1.308997,0.379747,-1.713059,116,109,101,2597.638672,2272.000000,3217.000000,-945.000000,153.797729,171.840836,30.830204,0
1678, 1.047198,0.458961,-0.107937,17,2,99,2597.678223,2306.000000,3341.000000,-1035.000000,39.878174,251.800171,13.554324,0
1679, -0.523599,2.637879,2.121598,4,119,88,2597.419678,2203.000000,3103.000000,-900.000000,126.357178,268.062469,19.485512,0
1680, -2.356194,2.724429,-0.348782,10,115,93,2597.532471,2245.000000,3325.000000,-1080.000000,154.621826,197.910553,11.267387,0
1681, 0.523599,0.591903,2.010408,118,113,100,2597.644531,2330.000000,4220.000000,-1890.000000,245.179382,22.465149,27.560701,0
1682, 0.523599,0.864993,2.278281,12,7,100,2596.859619,2376.000000,3771.000000,-1395.000000,220.612244,0.247284,20.589935,0
1683, -2.356194,1.555207,1.708892,6,118,101,2596.924072,1942.000000,6082.000000,-4140.000000,126.570862,528.353210,20.254324,0
1684, -0.785398,2.478122,2.609777,107,107,104,2596.104492,2389.000000,3334.000000,-945.000000,69.683594,137.420792,42.438931,0
1685, 1.308997,2.637879,2.121598,110,118,96,2595.805664,2317.000000,3892.000000,-1575.000000,12.407562,266.398315,35.780052,0
1686, 2.356194,1.128190,-2.288622,0,21,110,2595.406250,2827.000000,3097.000000,-270.000000,-46.713959,-184.879913,45.580864,0
1687, 1.570796,1.545873,-1.877082,12,17,110,2595.077637,2405.000000,4115.000000,-1710.000000,64.278259,125.799393,36.554363,0
1688, 0.000000,1.391910,3.030322,2,114,96,2595.350342,2137.000000,4477.000000,-2340.000000,53.936020,404.414246,21.405127,0
1689, -1.832596,0.992645,-1.723759,0,8,91,2594.915283,2376.000000,4446.000000,-2070.000000,-14.269623,233.184830,28.377926,0
1690, -3.141593,1.374601,-2.456031,109,17,113,2593.877441,2928.000000,4593.000000,-1665.000000,-113.804932,-220.317703,52.427155,0
1691, -0.785398,1.846342,-1.796954,8,111,96,2593.939941,2301.000000,3606.000000,-1305.000000,195.841187,97.098618,15.086628,0
1692, -1.308997,2.379497,0.561089,8,109,97,2593.895996,2315.000000,4385.000000,-2070.000000,173.155762,105.740250,16.336645,0
1693, -1.832596,2.588535,-2.976617,117,22,99,2593.503418,2768.000000,3758.000000,-990.000000,40.280914,-214.777634,43.733925,0
1694, -0.785398,2.104282,-0.813972,10,16,106,2593.345459,2370.000000,4305.000000,-1935.000000,76.210297,147.135239,33.541618,0
1695, -1.047198,1.741644,-2.695914,118,12,92,2593.122559,2639.000000,2999.000000,-360.000000,-106.893646,61.016068,33.241283,0
1696, -0.523599,2.108018,1.311430,113,111,95,2592.554688,2191.000000,3946.000000,-1755.000000,86.627747,314.927124,31.963993,0
1697, 1.308997,0.615174,-0.666022,16,118,97,2592.229492,2244.000000,3144.000000,-900.000000,15.921234,332.308258,9.204531,0
1698, -0.523599,0.640596,-2.797608,4,112,98,2592.123535,2198.000000,3278.000000,-1080.000000,278.536224,115.587418,20.131294,0
1699, 0.523599,1.242974,-2.977882,13,12,106,2591.624023,2741.000000,4271.000000,-1530.000000,107.982391,-257.358490,28.812208,0
1700, 1.832596,1.433411,-1.035986,11,118,90,2592.035156,2298.000000,2613.000000,-315.000000,51.545410,242.489716,10.926859,0
1701, 2.356194,1.310100,1.488307,0,118,98,2591.471924,2168.000000,4013.000000,-1845.000000,33.256439,390.215607,24.853325,0
1702, 1.047198,2.153910,-1.714959,0,15,96,2591.506348,2667.000000,5097.000000,-2430.000000,80.805664,-156.299255,34.475441,0
1703, -1.832596,0.850607,-1.335383,107,115,97,2591.393066,2345.000000,3965.000000,-1620.000000,24.898621,221.494324,39.246513,0
1704, 1.570796,1.756530,-2.105156,116,0,90,2591.267334,2411.000000,3086.000000,-675.000000,53.661697,126.605713,28.710115,0
1705, -1.570796,1.699788,2.452890,13,1,104,2591.286133,2400.000000,4065.000000,-1665.000000,190.693054,0.592957,18.956919,0
1706, -3.141593,2.396274,-1.959260,117,111,95,2591.731445,2321.000000,3941.000000,-1620.000000,-5.523651,276.255249,27.262665,0
1707, -2.094395,2.979456,-1.009304,118,13,91,2591.650635,2539.000000,3349.000000,-810.000000,-9.212616,61.863174,34.012760,0
1708, -0.261799,1.367556,0.358405,106,6,97,2591.080811,2644.000000,3814.000000,-1170.000000,217.483154,-270.402405,42.841740,0
1709, 0.000000,2.108018,1.311430,2,15,104,2590.646973,2486.000000,3251.000000,-765.000000,204.394745,-99.747879,35.879627,0
1710, 0.000000,1.325504,-1.671296,11,113,96,2590.623535,2318.000000,3578.000000,-1260.000000,142.124100,130.499420,11.473707,0
1711, -0.523599,2.664082,-1.071402,1,21,110,2590.420166,2341.000000,2881.000000,-540.000000,100.889587,148.530411,44.987152,0
1712, -0.261799,1.904882,-1.478089,110,106,103,2589.816895,2360.000000,3305.000000,-945.000000,-21.516022,251.333130,39.020531,0
1713, 1.832596,1.869911,2.701025,115,105,104,2590.045166,2016.000000,3906.000000,-1890.000000,195.303589,378.741364,34.626347,0
1714, -1.832596,2.073035,2.027405,104,115,100,2589.974854,2243.000000,4223.000000,-1980.000000,36.549438,310.425507,43.526268,0
1715, -1.047198,0.496451,0.593859,2,14,104,2590.189941,2545.000000,5200.000000,-2655.000000,377.667908,-332.477905,35.053551,0
1716, -2.094395,2.073035,2.027405,118,21,118,2589.743652,2106.000000,3996.000000,-1890.000000,80.375916,403.367798,52.151794,0
1717, -0.785398,1.824694,1.850876,113,14,101,2589.578613,2484.000000,3024.000000,-540.000000,175.670563,-70.092056,41.140652,0
1718, -1.308997,0.906588,1.252948,114,117,94,2589.228516,2163.000000,2838.000000,-675.000000,26.967102,399.261414,30.586124,0
1719, 1.832596,0.899350,-2.069907,5,20,112,2588.677979,2444.000000,2939.000000,-495.000000,38.839661,105.838440,43.311752,0
1720, 1.832596,0.080730,-2.622036,18,112,103,2588.450684,2277.000000,2907.000000,-630.000000,242.171371,69.279205,14.498117,0
1721, -3.141593,1.450119,-2.739050,0,16,96,2587.862061,2591.000000,3761.000000,-1170.000000,80.664337,-83.802277,35.355797,0
1722, 2.879793,1.846342,-1.796954,3,107,97,2587.714844,2672.000000,4157.000000,-1485.000000,-43.556763,-40.728485,22.342520,0
1723, -2.356194,2.247462,0.191623,0,113,93,2587.950195,2326.000000,3091.000000,-765.000000,45.147675,216.802521,23.150583,0
1724, -2.879793,2.455966,-0.641220,3,109,92,2588.104736,2321.000000,3086.000000,-765.000000,132.458160,134.646591,20.390728,0
1725, 1.832596,1.504028,0.636812,22,6,103,2587.205811,2443.000000,3253.000000,-810.000000,185.103455,-40.897659,20.374895,0
1726, -2.879793,1.214854,-1.966664,20,1,105,2587.025879,2357.000000,2852.000000,-495.000000,143.663940,86.361710,18.545113,0
1727, 2.356194,1.982574,-1.115518,16,111,107,2586.633057,2504.000000,4799.000000,-2295.000000,-33.426331,116.059387,19.740002,0
1728, -2.094395,1.554776,0.100351,3,115,95,2586.433594,2129.000000,3839.000000,-1710.000000,97.268250,360.165253,19.967293,0
1729, -2.356194,1.662363,0.915448,4,112,99,2585.497314,2318.000000,2858.000000,-540.000000,274.022949,-6.525604,20.648985,0
1730, 2.094395,2.356369,3.005869,13,112,97,2585.429688,2431.000000,3556.000000,-1125.000000,100.262482,54.167358,10.509987,0
1731, 0.523599,2.587733,0.232235,14,117,94,2585.287598,2229.000000,3039.000000,-810.000000,110.685806,245.601776,7.854568,0
1732, -1.047198,1.846342,-1.796954,4,5,90,2584.923828,2238.000000,4533.000000,-2295.000000,-37.588516,384.512573,22.422411,0
1733, -1.047198,0.618092,2.539118,11,115,104,2584.652832,2415.000000,3990.000000,-1575.000000,26.895325,142.757690,18.281425,0
1734, -0.523599,2.115563,0.685730,8,114,93,2584.490967,2323.000000,2953.000000,-630.000000,-37.011780,298.502655,13.584533,0
1735, -1.832596,1.904882,-1.478089,7,110,97,2584.164062,2505.000000,5340.000000,-2835.000000,105.513855,-26.349915,16.943811,0
1736, 2.094395,1.872854,1.543456,111,13,97,2584.104980,2732.000000,4892.000000,-2160.000000,-193.961731,46.066605,41.269032,0
1737, -1.308997,0.640596,-2.797608,11,118,103,2583.950195,2617.000000,3607.000000,-990.000000,-36.929199,3.879333,17.859646,0
1738, -0.261799,1.948085,-2.363031,0,11,92,2583.474365,2604.000000,3684.000000,-1080.000000,-13.265625,-7.260010,30.640591,0
1739, 1.308997,2.073035,2.027405,117,116,94,2583.669434,2292.000000,3372.000000,-1080.000000,35.183533,256.485779,26.911745,0
1740, 2.094395,0.831641,0.616218,15,11,98,2583.332764,2579.000000,2984.000000,-405.000000,174.632004,-170.299255,22.380207,0
1741, 2.617994,0.674054,1.013609,115,16,100,2583.006592,2479.000000,3694.000000,-1215.000000,241.211487,-137.204865,40.506462,0
1742, -1.570796,1.721184,-0.153948,14,110,103,2582.567627,2256.000000,4146.000000,-1890.000000,-27.981323,354.549072,16.275339,0
1743, 0.785398,2.379497,0.561089,9,116,94,2582.738525,2061.000000,5166.000000,-3105.000000,129.132782,392.605774,12.860491,0
